Tahun,Bulan,Tanggal,Jam UTC,Koofesian PC1,Koofesien PC2,Amplitudo PC1+PC2,Curah Hujan
2021,3,23,0,1.26361,0.45892,1.34436,25.0
2021,3,24,0,1.28104,0.63281,1.42881,7.0
2021,3,25,0,1.34887,0.75468,1.54564,1.0
2021,3,26,0,1.39124,0.89182,1.65254,14.0
2021,3,27,0,1.38832,0.99409,1.70753,0.0
2021,3,28,0,1.33948,1.05705,1.70633,4.0
2021,3,29,0,1.21234,1.24394,1.737,0.0
2021,3,30,0,1.08015,1.42193,1.78567,4.0
2021,3,31,0,0.85785,1.46061,1.6939,6.0
2021,4,1,0,0.61107,1.3884,1.51692,30.0
2021,4,2,0,0.33233,1.27149,1.31421,0.0
2021,4,3,0,-0.0476,1.2556,1.2565,0.0
2021,4,4,0,-0.38949,1.17226,1.23527,0.0
2021,4,5,0,-0.72676,1.01134,1.24539,1.0
2021,4,6,0,-1.03124,0.79123,1.29981,1.0
2021,4,7,0,-1.15755,0.51502,1.26695,0.0
2021,4,8,0,-1.22002,0.26485,1.24843,0.0
2021,4,9,0,-1.19059,0.0399,1.19125,0.0
2021,4,10,0,-1.14901,-0.14631,1.15829,0.0
2021,4,11,0,-1.10911,-0.19309,1.12579,0.0
2021,4,12,0,-0.98429,-0.27969,1.02325,94.0
2021,4,13,0,-0.86174,-0.40803,0.95346,0.0
2021,4,14,0,-0.70707,-0.47966,0.85442,14.0
2021,4,15,0,-0.63725,-0.59438,0.87142,43.0
2021,4,16,0,-0.66856,-0.75453,1.00812,29.0
2021,4,17,0,-0.7632,-0.9895,1.24964,0.0
2021,4,18,0,-0.88893,-1.1469,1.45106,2.0
2021,4,19,0,-0.99112,-1.24748,1.59328,0.0
2021,4,20,0,-1.11944,-1.37453,1.77271,0.0
